LEVEL1,LEVEL2,LEVEL3,LEVEL4,LEVEL5,TOOLTIP,SOURCE,SOURCE URL,2011,2012,2013,2014,2015,2016,LEVEL
UNDEFINED,GENERAL FUND,WAKE ARTICE 42 - 1/2% SALES,,,,,,0,0,0,0,0,0,3
UNDEFINED,GENERAL FUND,WAKE ARTICE 44,,,,,,0,0,0,0,0,0,3
UNDEFINED,GENERAL FUND,WAKE ARTICE 39,,,,,,0,0,0,0,0,0,3
UNDEFINED,GENERAL FUND,DUR CO SALES TAX REIMBURSEMENT,,,,,,-6082321,-5840226,-5944580,-6091776,-6782453,-7089515,3
UNDEFINED,GENERAL FUND,ARTICLE 44 DUR CO SALES TAX RE,,,,,,0,0,0,0,0,0,3
UNDEFINED,GENERAL FUND,SALES TAX AUDIT,,,,,,0,-14527,-34870,0,0,0,3
UNDEFINED,GENERAL FUND,UTILITY SALES TAX - PIPE,,,,,,0,0,0,0,927674,746282,3
UNDEFINED,GENERAL FUND,UTILITY SALES TAX- ELECTRICITY,,,,,,0,0,0,0,13506446,14880563,3
UNDEFINED,GENERAL FUND,UTILITY SALES TAX - TELECOMM,,,,,,0,0,0,0,0,0,3
UNDEFINED,GENERAL FUND,UTILITY SALES TAX - VIDEO PROG,,,,,,0,0,0,0,0,0,3
UNDEFINED,GENERAL FUND,HOTEL/MOTEL OCCUPANCY,,,,,,1564076,1660650,1765533,1910372,2002387,2388153,3
UNDEFINED,GENERAL FUND,RENTAL CAR/GROSS RECEIPTS,,,,,,227651,243499,233512,266662,252579,281744,3
UNDEFINED,GENERAL FUND,DURHAM-HOLD HARMLESS,,,,,,5625732,5778992,6145069,6590579,7063499,7797892,3
UNDEFINED,GENERAL FUND,ORANGE-HOLD HARMLESS,,,,,,2014,1289,1283,1339,1474,1571,3
UNDEFINED,GENERAL FUND,WAKE- HOLD HARMLESS,,,,,,0,0,0,0,0,0,3
UNDEFINED,GENERAL FUND,DUR CO SALES TAX REIMBURSEMENT,,,,,,-3262924,-3351816,-3564140,-3822592,-4096829,-4522778,3
UNDEFINED,GENERAL FUND,HEAVY EQUPMENT/GROSS,,,,,,68151,61898,80358,79074,99597,83433,3
UNDEFINED,GENERAL FUND,FIRE PROTECTION SYSTEM PERMITS,,,,,,0,0,0,0,0,0,3
UNDEFINED,GENERAL FUND,BUSINESS LICENSES,,,,,,3134374,2426059,2959447,2950719,3360035,11673,3
UNDEFINED,GENERAL FUND,PENALTIES ON BUSINESS LICENSES,,,,,,6527,44416,14253,3305,1017,-3658,3
UNDEFINED,GENERAL FUND,BL OVER SHORT PROCESS,,,,,,0,0,0,0,0,0,3
UNDEFINED,GENERAL FUND,NC STATE HIGHWAY MAINTENANCE,,,,,,0,0,0,0,0,0,3
UNDEFINED,GENERAL FUND,MOTOR VEHICLE LICENSES,,,,,,0,0,0,0,0,0,3
UNDEFINED,GENERAL FUND,MOTOR VEHICLE LICENSE FEE PRIO,,,,,,0,0,0,0,0,0,3
UNDEFINED,GENERAL FUND,MOTOR VEHICLE LICENSE FEES-AFT,,,,,,0,0,0,0,0,0,3
UNDEFINED,GENERAL FUND,MAJOR SPECIAL PERMITS,,,,,,50000,76240,54000,59000,72000,74160,3
UNDEFINED,GENERAL FUND,CABLE TV FRANCHISE FEE,,,,,,0,0,0,0,0,0,3
UNDEFINED,GENERAL FUND,MISCELLANEOUS LICENSES & PERMI,,,,,,0,0,0,0,0,0,3
UNDEFINED,GENERAL FUND,FEDERAL PASSED THRU STATE,,,,,,24792,47359,57657,47802,23536,2531,3
UNDEFINED,GENERAL FUND,DHA-HOUSING OFFICERS,,,,,,0,0,0,0,0,0,3
UNDEFINED,GENERAL FUND,UTILITY FRANCHISE TAX,,,,,,0,0,3756,0,0,0,3
UNDEFINED,GENERAL FUND,UTILITY FRANCHISE TAX PIPED NA,,,,,,1146490,996101,1110771,1207592,188070,0,3
UNDEFINED,GENERAL FUND,UTILITY FRANCHISE TAX ELECTRIC,,,,,,7131018,7254464,8028248,8229948,1967226,0,3
UNDEFINED,GENERAL FUND,UTILITY FRANCHISE TAX-TELECOMM,,,,,,2509146,2629928,2417136,2267034,2760834,1819418,3
UNDEFINED,GENERAL FUND,UTILITY FRANCHISE TAX VIDEO,,,,,,2362962,2364985,2257694,2243876,2803803,2198650,3
UNDEFINED,GENERAL FUND,GASOLINE TAX (POWELL BILL FDS),,,,,,5661934,5703259,5883844,6051342,6153633,6173473,3
UNDEFINED,GENERAL FUND,BEER & WINE TAX,,,,,,1031946,994213,935603,1034811,1150248,1073841,3
UNDEFINED,GENERAL FUND,ALCOHOLIC BEVERAGE CONTROL,,,,,,101000,112782,166667,166667,200000,222200,3
UNDEFINED,GENERAL FUND,WAKE CO - ABC,,,,,,0,0,0,0,0,0,3
UNDEFINED,GENERAL FUND,NC STATE HIGHWAY REIMBURSEMENT,,,,,,603425,0,0,0,0,0,3
UNDEFINED,GENERAL FUND,SPECIAL GRANTS,,,,,,0,0,0,0,0,0,3
UNDEFINED,GENERAL FUND,DURHAM COUNTY,,,,,,0,0,482887,461892,440897,0,3
UNDEFINED,GENERAL FUND,PLANNING REIMBURSEMENT-DURHAM,,,,,,0,0,0,0,0,0,3
UNDEFINED,GENERAL FUND,OVER SHORT WRITE OFF PROCESS,,,,,,0,0,0,0,0,0,3
UNDEFINED,GENERAL FUND,MONTHLY PARKING,,,,,,0,0,0,0,0,0,3
UNDEFINED,GENERAL FUND,BUS PASSES,,,,,,0,0,0,0,0,0,3
UNDEFINED,GENERAL FUND,HOUSING LIENS,,,,,,0,0,0,0,0,0,3
UNDEFINED,GENERAL FUND,CHARGES FOR SERVICES,,,,,,-759196,194666,161148,151972,331753,205080,3
UNDEFINED,GENERAL FUND,FIRE INSPECTION FEES,,,,,,0,0,-846,0,0,-415,3
UNDEFINED,GENERAL FUND,CHARGES FOR SERVICES - COUNTY,,,,,,0,0,0,0,0,0,3
UNDEFINED,GENERAL FUND,RESTORATION FEE- .50 SURCHARGE,,,,,,15514,19046,24628,0,0,0,3
UNDEFINED,GENERAL FUND,CERAMICS,,,,,,0,0,0,0,0,0,3
UNDEFINED,GENERAL FUND,AEROBICS,,,,,,0,0,0,0,0,0,3
UNDEFINED,GENERAL FUND,SPECIAL ACTIVITIES,,,,,,0,0,0,0,0,0,3
UNDEFINED,GENERAL FUND,EXEMPT FINAL PLAT,,,,,,0,0,0,0,0,0,3
UNDEFINED,GENERAL FUND,MINOR FINAL PLAT,,,,,,0,0,0,0,0,0,3
UNDEFINED,GENERAL FUND,YARD WASTE USER FEE,,,,,,0,0,0,0,0,0,3
UNDEFINED,GENERAL FUND,STATIONARY CONTAINER SERVICES,,,,,,0,0,0,0,0,0,3
UNDEFINED,GENERAL FUND,BRUSH PICKUP,,,,,,0,0,0,0,0,0,3
UNDEFINED,GENERAL FUND,SCRAP TIRE DISPOSAL,,,,,,0,0,0,0,0,0,3
UNDEFINED,GENERAL FUND,CARBOARD-COMMERCIAL COLLECTION,,,,,,0,0,0,0,0,0,3
UNDEFINED,GENERAL FUND,CEMETERY LOT SALES,,,,,,0,0,0,0,0,0,3
UNDEFINED,GENERAL FUND,CEMETERY INTERMENT-WEEKENDS,,,,,,0,0,0,0,0,0,3
UNDEFINED,GENERAL FUND,CEMETERY INTERMENT-WEEKDAY-DAY,,,,,,0,0,0,0,0,0,3
UNDEFINED,GENERAL FUND,CEMETERY INTERMENT WEEKDAY EVE,,,,,,1650,1575,2125,1725,700,1300,3
UNDEFINED,GENERAL FUND,COLUMBARIUM FEES,,,,,,0,0,0,0,0,0,3
UNDEFINED,GENERAL FUND,CEMETERY UPKEEP & DESIGN SERVI,,,,,,0,0,0,0,0,0,3
UNDEFINED,GENERAL FUND,MISCELLANEOUS CHARGES,,,,,,1476,-8616,4477,901,201,0,3
UNDEFINED,GENERAL FUND,STATE OF THE ECONOMY BREAKFAST,,,,,,0,0,0,0,0,0,3
UNDEFINED,GENERAL FUND,FRINGE BENEFIT CHARGES,,,,,,0,0,0,0,0,0,3
UNDEFINED,GENERAL FUND,FALSE ALARM CHARGES,,,,,,198009,174264,105098,135143,149991,162630,3
UNDEFINED,GENERAL FUND,FALSE FIRE ALARM CHARGES,,,,,,0,0,0,0,0,0,3
UNDEFINED,GENERAL FUND,FIRE PROTECTION - STATE OWNED,,,,,,0,0,0,0,0,0,3
UNDEFINED,GENERAL FUND,FIRE INCIDENT REPORTS,,,,,,0,0,0,0,0,0,3
UNDEFINED,GENERAL FUND,OFFICER'S FEES,,,,,,0,0,0,0,0,0,3
UNDEFINED,GENERAL FUND,FINGERPRINTING POLICE CASH COL,,,,,,0,0,0,0,0,0,3
UNDEFINED,GENERAL FUND,PARKING VIOLATIONS,,,,,,16,0,0,0,0,0,3
UNDEFINED,GENERAL FUND,RADIO MAINTENANCE-LABOR,,,,,,0,0,0,0,0,0,3
UNDEFINED,GENERAL FUND,COMMUNICATIONS CENTER,,,,,,0,0,0,0,0,0,3
UNDEFINED,GENERAL FUND,ENGINEERING,,,,,,0,0,0,0,0,0,3
UNDEFINED,GENERAL FUND,TRAFFIC SIGNS (SCHEDULE A),,,,,,-123,233,0,0,0,0,3
UNDEFINED,GENERAL FUND,TRAFFIC SIGNALS (SCHEDULE C),,,,,,5794,0,0,0,0,0,3
UNDEFINED,GENERAL FUND,TRAFFIC MARKINGS (SCHEDULE B),,,,,,0,0,0,0,0,0,3
UNDEFINED,GENERAL FUND,TRAFFIC CONTROL (SCHEDULE D),,,,,,0,0,0,0,0,0,3
UNDEFINED,GENERAL FUND,OVERHEAD CHARGES,,,,,,0,0,0,0,0,0,3
UNDEFINED,GENERAL FUND,WRECKER DISPATCH FEE,,,,,,0,0,0,0,0,0,3
UNDEFINED,GENERAL FUND,WHITE GOOD REBATE,,,,,,0,0,0,0,0,0,3
UNDEFINED,GENERAL FUND,MISCELLANEOUS OPERATING REVENU,,,,,,-164788,74394,5460,39441,34331,43001,3
UNDEFINED,GENERAL FUND,CASH SHORT,,,,,,-30,-93,-29,-45,-117,-949,3
UNDEFINED,GENERAL FUND,ADMINISTRATIVE FEE,,,,,,0,0,0,0,0,0,3
UNDEFINED,GENERAL FUND,GB - PENALTY & INTEREST,,,,,,15244,19275,33512,21492,53238,56501,3
UNDEFINED,GENERAL FUND,MAPS,,,,,,113,697,689,515,36,8,3
UNDEFINED,GENERAL FUND,PARKING DEBT SETOFF,,,,,,0,0,0,0,0,0,3
UNDEFINED,GENERAL FUND,GRANTS CLOSE OUT 2012,,,,,,0,0,0,0,0,0,3
UNDEFINED,GENERAL FUND,INVESTMENT INCOME,,,,,,2395,7412,425,17,25,7,3
UNDEFINED,GENERAL FUND,INTEREST - FED AGENCY ISSUE,,,,,,0,0,0,0,0,0,3
UNDEFINED,GENERAL FUND,DISTRIBUTED INTEREST,,,,,,455015,259874,58673,192811,0,2819,3
UNDEFINED,GENERAL FUND,INTEREST CHECKING ACCOUNTS,,,,,,0,0,0,0,0,0,3
UNDEFINED,GENERAL FUND,INTEREST SAVINGS ACCOUTS,,,,,,0,0,0,0,0,0,3
UNDEFINED,GENERAL FUND,BOND PROCEEDS-96 AUTHORITY,,,,,,0,0,0,0,0,0,3
UNDEFINED,GENERAL FUND,TWO THIRDS BOND PROCEEDS-2005,,,,,,0,0,0,0,0,0,3
UNDEFINED,GENERAL FUND,INTEREST ON STREET ASSESSMENTS,,,,,,14055,9275,9941,15551,19187,10844,3
UNDEFINED,GENERAL FUND,INTEREST ON SIDEWALK ASSESSMEN,,,,,,1087,538,315,187,566,1847,3
UNDEFINED,GENERAL FUND,INTEREST ON PAST DUE ACCOUNTS,,,,,,0,0,0,0,0,0,3
UNDEFINED,GENERAL FUND,INVESTMENT EARNINGS DISTRIBUTI,,,,,,0,0,0,0,0,0,3
UNDEFINED,GENERAL FUND,SALE OF LAND,,,,,,3660,0,1400,120000,29890,133930,3
UNDEFINED,GENERAL FUND,SALE OF PROPERTY,,,,,,0,0,0,0,0,0,3
UNDEFINED,GENERAL FUND,SALE OF SURPLUS EQUIPMENT,,,,,,336377,295615,221879,395402,501130,439281,3
UNDEFINED,GENERAL FUND,Easement Revenue,,,,,,0,0,2400,0,0,0,3
UNDEFINED,GENERAL FUND,MISCELLANEOUS SALES,,,,,,3332,5385,10601,37429,0,121,3
UNDEFINED,GENERAL FUND,AIR LEASE-TOWERS,,,,,,8518,10112,9935,17542,75746,47774,3
UNDEFINED,GENERAL FUND,MUNICIPAL BUILDINGS,,,,,,0,0,0,0,10,0,3
UNDEFINED,GENERAL FUND,OTHER FACILITIES,,,,,,33006,34527,26577,55658,43188,44521,3
UNDEFINED,GENERAL FUND,RENT-DURHAM HOSIERY MILL,,,,,,266084,0,0,0,0,0,3
UNDEFINED,GENERAL FUND,LAND LEASE,,,,,,0,3660,3660,3660,3660,3733,3
UNDEFINED,GENERAL FUND,CAPITAL FACILITIES/IMPACT FEES,,,,,,0,0,0,0,0,0,3
UNDEFINED,GENERAL FUND,STREET ASSESSMENTS,,,,,,93743,24393,51667,46258,49471,21595,3
UNDEFINED,GENERAL FUND,PROPERTY ASSESSMENT,,,,,,0,0,0,0,0,0,3
UNDEFINED,GENERAL FUND,SIDEWALK ASSESSMENTS,,,,,,6790,7348,1133,1167,1457,1396,3
UNDEFINED,GENERAL FUND,COLLECTION AGENCY FEE,,,,,,0,-1806,-30451,-18234,-4800,-3157,3
UNDEFINED,GENERAL FUND,COLLECTION AGENCY PENALTY RECL,,,,,,0,0,0,0,0,0,3
UNDEFINED,GENERAL FUND,DONATIONS,,,,,,360,270,0,0,0,0,3
UNDEFINED,GENERAL FUND,APPEARANCE COMMISSION DONATION,,,,,,0,0,0,0,0,0,3
UNDEFINED,GENERAL FUND,MAYORS SUMMER YOUTH PROGRAM,,,,,,0,0,0,0,0,0,3
UNDEFINED,GENERAL FUND,WATER INTO TREES,,,,,,990,966,1183,1606,2191,2387,3
UNDEFINED,GENERAL FUND,OTHER REIMBURSEMENTS,,,,,,0,25000,0,0,0,175242,3
UNDEFINED,GENERAL FUND,AMRINATIONAL HOUSING LOANS DIS,,,,,,0,178223,0,0,0,0,3
UNDEFINED,GENERAL FUND,LOAN PAYMENTS RECEIVED AND NOT,,,,,,0,0,0,0,0,0,3
UNDEFINED,GENERAL FUND,CONTRA HOUSING LOANS REVENUES,,,,,,0,0,0,0,0,0,3
UNDEFINED,GENERAL FUND,CERTIFICATES OF PARTICIPATION,,,,,,0,0,0,0,0,0,3
UNDEFINED,GENERAL FUND,CASH OVER,,,,,,111,90,72,32,198,783,3
UNDEFINED,GENERAL FUND,INDIRECT COSTS,,,,,,0,0,0,0,0,0,3
UNDEFINED,GENERAL FUND,02 ISSUE-96 BONDS - FINAL,,,,,,0,0,0,0,0,0,3
UNDEFINED,GENERAL FUND,MISCELLANEOUS NON-OPERATING RE,,,,,,11839,137638,60068,699113,75386,145951,3
UNDEFINED,GENERAL FUND,PREMIUM ON DEBT ISSUED,,,,,,0,0,0,0,0,0,3
UNDEFINED,GENERAL FUND,PRIOR PERIOD ADJ,,,,,,0,0,0,0,0,1223737,3
UNDEFINED,GENERAL FUND,1996 GENERAL OBLIGATION BONDS,,,,,,0,0,0,0,0,0,3
UNDEFINED,GENERAL FUND,2005 GO BOND REFUNDING,,,,,,0,0,0,0,0,0,3
UNDEFINED,GENERAL FUND,CERTIFICATES OF PARTICIPATION,,,,,,0,0,0,0,0,0,3
UNDEFINED,GENERAL FUND,CDBG SECTION 108 LOAN,,,,,,0,0,70,70,0,0,3
UNDEFINED,GENERAL FUND,BANK LOAN PRIVATE PLACEMENT,,,,,,0,0,0,0,0,0,3
UNDEFINED,GENERAL FUND,COI - PRIVATE BANK LOAN,,,,,,0,15000,0,0,0,0,3
UNDEFINED,GENERAL FUND,APPROPRIATIONS FROM FUND BALAN,,,,,,0,0,0,0,0,0,3
UNDEFINED,GENERAL FUND,TRANSFERS FROM RESERVES,,,,,,0,0,0,0,0,0,3
UNDEFINED,GENERAL FUND,TRANSFER FROM THE GENERAL FUND,,,,,,0,0,0,0,0,0,3
UNDEFINED,GENERAL FUND,TRANSFER FROM 1460,,,,,,0,0,0,0,0,0,3
UNDEFINED,GENERAL FUND,FER FROM 911 SURCHG,,,,,,0,322143,0,0,0,0,3
UNDEFINED,GENERAL FUND,TRANSFER FROM FEMA GRANT FUND,,,,,,53431,0,0,0,0,0,3
UNDEFINED,GENERAL FUND,TRANSFER FROM DOWNTOWN REVITAL,,,,,,1750694,0,0,0,0,0,3
UNDEFINED,GENERAL FUND,TRANSFER FROM DWTN BUSINESS,,,,,,157753,0,0,0,0,0,3
UNDEFINED,GENERAL FUND,TRANSFER FROM DURHAM INT FESTI,,,,,,0,0,0,0,0,0,3
UNDEFINED,GENERAL FUND,TRANSFER FROM FUND 1710,,,,,,0,0,0,0,83000,299,3
UNDEFINED,GENERAL FUND,TRANSFER IN- CD ESCROW ACCT,,,,,,40396,0,0,0,0,0,3
UNDEFINED,GENERAL FUND,TRANSFER FROM FUND 1910,,,,,,0,0,0,0,0,0,3
UNDEFINED,GENERAL FUND,TRANSFER FROM TRANSIT INVESTME,,,,,,114555,0,0,0,0,0,3
UNDEFINED,GENERAL FUND,TRANSFER FROM GEN CAP PROJECT,,,,,,21416,0,0,0,0,0,3
UNDEFINED,GENERAL FUND,TRANSFER FROM CIP USA BASBALL,,,,,,0,0,0,0,0,0,3
UNDEFINED,GENERAL FUND,TRANSFER FROM CIP PROP MGMT,,,,,,272535,0,0,0,0,0,3
UNDEFINED,GENERAL FUND,TRANSFER FROM CIP PARKING,,,,,,0,0,0,0,0,0,3
UNDEFINED,GENERAL FUND,TRANSFER FROM CIP DOWNTOWN,,,,,,0,0,0,0,0,0,3
UNDEFINED,GENERAL FUND,TRANSFER FROM CIP GEN SERVICES,,,,,,0,0,0,0,0,0,3
UNDEFINED,GENERAL FUND,TRANSFER FROM CIP FIRE IMPROVE,,,,,,0,0,0,0,0,0,3
UNDEFINED,GENERAL FUND,TRANSFER FROM CIP PS IMPROVEM,,,,,,0,0,0,0,0,0,3
UNDEFINED,GENERAL FUND,TRANSFER FROM CIP TRANSPORTAT,,,,,,0,0,0,0,0,0,3
UNDEFINED,GENERAL FUND,TRANSFER FROM CIP TRAFFIC CALM,,,,,,0,0,0,0,0,0,3
UNDEFINED,GENERAL FUND,TRANSFER FROM CIP ST PAVING,,,,,,0,0,0,0,0,0,3
UNDEFINED,GENERAL FUND,TRANSFER FROM CIP ST RESURFACE,,,,,,0,0,0,0,0,0,3
UNDEFINED,GENERAL FUND,TRANSFER FROM CIP MISC THFARE,,,,,,0,0,0,0,0,0,3
UNDEFINED,GENERAL FUND,TRANSFER FROM CIP TRANSP,,,,,,0,0,0,0,0,0,3
UNDEFINED,GENERAL FUND,TRANSFER FROM WATER & SEWER O,,,,,,0,0,0,0,0,0,3
UNDEFINED,GENERAL FUND,TRANSFER FROM TRANSIT ADMINIST,,,,,,0,0,0,0,0,0,3
UNDEFINED,GENERAL FUND,TRANSFER FROM STORM WATER MGMT,,,,,,0,67500,12300,0,0,0,3
UNDEFINED,GENERAL FUND,TRANSFER FROM CIVIC CENTER OPE,,,,,,0,0,0,0,0,0,3
UNDEFINED,GENERAL FUND,TRANSFER FROM PERFORMING ARTS,,,,,,6025,0,100000,200000,0,0,3
UNDEFINED,GENERAL FUND,TRANSFER FROM RISK FUND,,,,,,0,185464,0,0,0,0,3
UNDEFINED,GENERAL FUND,TRANSFER FROM FLEET,,,,,,0,140332,0,0,0,0,3
UNDEFINED,GENERAL FUND,TRANSFER TO EMP INS FUND,,,,,,0,0,0,0,0,0,3
UNDEFINED,GENERAL FUND,TRANSFER FROM THE CEMETERY PER,,,,,,0,0,0,0,0,1186451,3
UNDEFINED,GENERAL FUND,02 ISSUE-96 BONDS -FINAL,,,,,,0,0,0,0,0,0,3
UNDEFINED,GENERAL FUND Total,,,,,,,163747772,162179256,157726906,158224796,175011502,168833726,2
UNDEFINED,CDBG NOTES RECEIVABLE FUND,DCD HOUSING GRANT CLEANUP FY13,,,,,,0,0,-1915,0,0,0,3
UNDEFINED,CDBG NOTES RECEIVABLE FUND Total,,,,,,,0,0,-1915,0,0,0,2
UNDEFINED,CDBG-MIXED YEARS,FEDERAL GRANTS,,,,,,0,0,0,0,0,0,3
UNDEFINED,CDBG-MIXED YEARS,MISCELLANEOUS OPERATING REVENU,,,,,,0,0,0,0,0,0,3
UNDEFINED,CDBG-MIXED YEARS,DCD HOUSING GRANT CLEANUP FY13,,,,,,0,0,-451645,0,0,0,3
UNDEFINED,CDBG-MIXED YEARS Total,,,,,,,0,0,-451645,0,0,0,2
UNDEFINED,CDBG-YEAR TO BE CLOSED,FEDERAL GRANTS,,,,,,0,0,0,0,0,0,3
UNDEFINED,CDBG-YEAR TO BE CLOSED,MISCELLANEOUS OPERATING REVENU,,,,,,0,0,0,0,0,0,3
UNDEFINED,CDBG-YEAR TO BE CLOSED,DCD HOUSING GRANT CLEANUP FY13,,,,,,0,0,-29128,0,0,0,3
UNDEFINED,CDBG-YEAR TO BE CLOSED Total,,,,,,,0,0,-29128,0,0,0,2
UNDEFINED,CDBG-1998-1999,FEDERAL GRANTS,,,,,,0,0,0,0,0,0,3
UNDEFINED,CDBG-1998-1999,MISCELLANEOUS OPERATING REVENU,,,,,,0,0,0,0,0,0,3
UNDEFINED,CDBG-1998-1999,DCD HOUSING GRANT CLEANUP FY13,,,,,,0,0,-113025,0,0,0,3
UNDEFINED,CDBG-1998-1999 Total,,,,,,,0,0,-113025,0,0,0,2
UNDEFINED,CDBG-2000-2001,DCD HOUSING GRANT CLEANUP FY13,,,,,,0,0,-104442,0,0,0,3
UNDEFINED,CDBG-2000-2001,INVESTMENT INCOME,,,,,,0,0,0,0,0,0,3
UNDEFINED,CDBG-2000-2001 Total,,,,,,,0,0,-104442,0,0,0,2
UNDEFINED,CDBG-2001-2002,DCD HOUSING GRANT CLEANUP FY13,,,,,,0,0,-149853,0,0,0,3
UNDEFINED,CDBG-2001-2002,INVESTMENT INCOME,,,,,,0,0,0,0,0,0,3
UNDEFINED,CDBG-2001-2002 Total,,,,,,,0,0,-149853,0,0,0,2
UNDEFINED,CDBG-2002-2003,DCD HOUSING GRANT CLEANUP FY13,,,,,,0,0,20554,0,0,0,3
UNDEFINED,CDBG-2002-2003,INVESTMENT INCOME,,,,,,0,0,0,0,0,0,3
UNDEFINED,CDBG-2002-2003 Total,,,,,,,0,0,20554,0,0,0,2
UNDEFINED,CDBG-2003-2004,DCD HOUSING GRANT CLEANUP FY13,,,,,,0,0,1193816,0,0,0,3
UNDEFINED,CDBG-2003-2004,INVESTMENT INCOME,,,,,,0,0,0,0,0,0,3
UNDEFINED,CDBG-2003-2004 Total,,,,,,,0,0,1193816,0,0,0,2
UNDEFINED,CDBG-2004-2005,DCD HOUSING GRANT CLEANUP FY13,,,,,,0,0,-27883,0,0,0,3
UNDEFINED,CDBG-2004-2005 Total,,,,,,,0,0,-27883,0,0,0,2
